nom_de_lobjet,Serveur,Actualisation,Lot [1],Lot [10],Lot [100],Craft,Gain,last_updated_fr
Pierre d'Émeraude,Hell Mina,Il y'a 3 heures,50,394,6416,,-,2024-04-23 09:38:56
Pierre de Cristal,Hell Mina,Il y'a 3 heures,210,2688,25956,,-,2024-04-23 09:38:56
Pierre de Saphir,Hell Mina,Il y'a 3 heures,799,14788,199997,,-,2024-04-23 09:38:56
Pierre de Rubis,Hell Mina,Il y'a 3 heures,185,2480,25681,,-,2024-04-23 09:38:56
Potion de Rappel,Hell Mina,Il y'a 3 heures,333,1720,17308,356,-23,2024-04-23 09:38:56
Potion Ghetto Raide,Hell Mina,Il y'a 3 heures,90,779,-,87,+ 3,2024-04-23 09:38:56
Corde d'Ivan Nowé,Hell Mina,Il y'a 3 heures,8000,-,-,5113,+ 2 887,2024-04-23 09:38:56
Orchidée Freyesque,Hell Mina,Il y'a 3 heures,70,418,3642,,-,2024-04-23 09:38:56
Edelweiss,Hell Mina,Il y'a 3 heures,469,1763,8789,,-,2024-04-23 09:38:56
Filet de capture de Dragodinde,Hell Mina,Il y'a 3 heures,4842,35000,295797,6963,-2 121,2024-04-23 09:38:56
Greuvette,Hell Mina,Il y'a 3 heures,24,114,1128,,-,2024-04-23 09:38:56
Kralamoure,Hell Mina,Il y'a 3 heures,60,1497,5880,,-,2024-04-23 09:38:56
Requin Marteau-Faucille,Hell Mina,Il y'a 3 heures,299,1597,14994,,-,2024-04-23 09:38:56
Poisson-Chaton,Hell Mina,Il y'a 3 heures,107,40,181,,-,2024-04-23 09:38:56
Amulette en Crabe,Hell Mina,Il y'a 3 heures,5800,-,-,3776,+ 2 024,2024-04-23 09:38:56
Amulette du Marin,Hell Mina,Il y'a 3 heures,9000,-,-,4249,+ 4 751,2024-04-23 09:38:56
Amulette du Pirate,Hell Mina,Il y'a 3 heures,11000,-,-,10258,+ 742,2024-04-23 09:38:56
Bâton du Maître des Bouftous,Hell Mina,Il y'a 3 heures,49000,-,-,32749,+ 16 251,2024-04-23 09:38:56
Découpeuse de Kralamoure,Hell Mina,Il y'a 3 heures,25000,-,-,19290,+ 5 710,2024-04-23 09:38:56
Chapeau Pointu,Hell Mina,Il y'a 3 heures,3300,-,-,367,+ 2 933,2024-04-23 09:38:56
Amulette du Pêcheur de Somoon,Hell Mina,Il y'a 3 heures,300,-,-,1352,-1 052,2024-04-23 09:38:56
Amulette des Abîmes,Hell Mina,Il y'a 3 heures,39999,-,-,11068,+ 28 931,2024-04-23 09:38:56
Coton Ancestral,Hell Mina,Il y'a 3 heures,739,9493,87661,,-,2024-04-23 09:38:56
Cocon de Ver à Soie,Hell Mina,Il y'a 3 heures,5697,63998,629900,,-,2024-04-23 09:38:56
Fil de Soie,Hell Mina,Il y'a 3 heures,55,392,3020,,-,2024-04-23 09:38:56
Poils de Black Tiwabbit,Hell Mina,Il y'a 3 heures,295,4187,47653,,-,2024-04-23 09:38:56
Aile de Bourdard,Hell Mina,Il y'a 3 heures,158,1570,12992,,-,2024-04-23 09:38:56
Poils de Wo Wabbit,Hell Mina,Il y'a 3 heures,290,2989,24167,,-,2024-04-23 09:38:56
Duvet de Bourdard,Hell Mina,Il y'a 3 heures,2899,41695,776997,,-,2024-04-23 09:38:56
Étoffe du Mulou,Hell Mina,Il y'a 3 heures,218,2894,33991,,-,2024-04-23 09:38:56
Étoffe du Sanglier,Hell Mina,Il y'a 3 heures,68,966,9997,,-,2024-04-23 09:38:56
Étoffe d'Écurouille,Hell Mina,Il y'a 3 heures,770,11396,101490,,-,2024-04-23 09:38:56
Étoffe du Wabbit,Hell Mina,Il y'a 3 heures,28,345,5892,,-,2024-04-23 09:38:56
Bâton du Maître des Tofus,Hell Mina,Il y'a 3 heures,38000,-,-,8082,+ 29 918,2024-04-23 09:38:56
Bâton du Maître des Tabis,Hell Mina,Il y'a 3 heures,6900,-,-,3330,+ 3 570,2024-04-23 09:38:56
Mangeuse de Châtaignier,Hell Mina,Il y'a 3 heures,249,-,-,250,-1,2024-04-23 09:38:56
Fendeuse de Merisier,Hell Mina,Il y'a 3 heures,8399,-,-,9609,-1 210,2024-04-23 09:38:56
Trancheuse de Noyer,Hell Mina,Il y'a 3 heures,2000,-,-,1658,+ 342,2024-04-23 09:38:56
Mangeuse d'Érable,Hell Mina,Il y'a 3 heures,3500,-,-,1576,+ 1 924,2024-04-23 09:38:56
Parchemin d'Ivoire,Hell Mina,Il y'a 3 heures,2396,27994,296000,,-,2024-04-23 09:38:56
Parchemin Blanc,Hell Mina,Il y'a 3 heures,398,4998,67994,,-,2024-04-23 09:38:56
Parchemin Doré,Hell Mina,Il y'a 3 heures,4999,52466,549351,,-,2024-04-23 09:38:56
Petit Parchemin de Force,Hell Mina,Il y'a 3 heures,2701,26998,270001,,-,2024-04-23 09:38:56
Parchemin de Kolizétons,Hell Mina,Il y'a 3 heures,399992,4077982,42222222,,-,2024-04-23 09:38:56
Petit Parchemin d'Intelligence,Hell Mina,Il y'a 3 heures,2700,26998,270003,,-,2024-04-23 09:38:56
Pain Consistant,Hell Mina,Il y'a 3 heures,128,1217,14565,194,-66,2024-04-23 09:38:56
Dofus Pourpre,Hell Mina,Il y'a 3 heures,2599998,-,-,,-,2024-04-23 09:38:56
Parchemin de Bûcheron,Hell Mina,Il y'a 3 heures,21998,215998,2312105,,-,2024-04-23 09:38:56
La Coiffe du Ploukosse,Hell Mina,Il y'a 3 heures,1499,-,-,3006,-1 507,2024-04-23 09:38:56
Makroute,Hell Mina,Il y'a 3 heures,44999999,-,-,,-,2024-04-23 09:38:56
Choipo Podlard,Hell Mina,Il y'a 3 heures,38000,-,-,17029,+ 20 971,2024-04-23 09:38:56
Pandawa,Hell Mina,Il y'a 3 heures,1799999,-,-,,-,2024-04-23 09:38:56
Le Oiram,Hell Mina,Il y'a 3 heures,8399,-,-,3704,+ 4 695,2024-04-23 09:38:56
Kritter,Hell Mina,Il y'a 3 heures,800,5000,100000,1451,-651,2024-04-23 09:38:56
Dora,Hell Mina,Il y'a 3 heures,1499,-,-,2021,-522,2024-04-23 09:38:56
Dantgoule,Hell Mina,Il y'a 3 heures,1390,-,-,1508,-118,2024-04-23 09:38:56
Masque Tromatisant,Hell Mina,Il y'a 3 heures,15799,-,-,7739,+ 8 060,2024-04-23 09:38:56
Crystal O'Boul,Hell Mina,Il y'a 3 heures,150000,-,-,55999,+ 94 001,2024-04-23 09:38:56
Minotokorno,Hell Mina,Il y'a 3 heures,36999,-,-,5928,+ 31 071,2024-04-23 09:38:56
Houde,Hell Mina,Il y'a 3 heures,4696,-,-,3331,+ 1 365,2024-04-23 09:38:56
Lorko Kasko,Hell Mina,Il y'a 3 heures,1888,-,-,2054,-166,2024-04-23 09:38:56
Korko Klako,Hell Mina,Il y'a 3 heures,1389,-,-,2154,-765,2024-04-23 09:38:56
Jouik Krampe,Hell Mina,Il y'a 3 heures,3199,-,-,1084,+ 2 115,2024-04-23 09:38:56
Gulliver,Hell Mina,Il y'a 3 heures,7000,-,-,3006,+ 3 994,2024-04-23 09:38:56
Parchemin de Forgeron,Hell Mina,Il y'a 3 heures,11000,119898,1189900,,-,2024-04-23 09:38:56
Parchemin de Forgeur de dagues,Hell Mina,Il y'a 3 heures,12799,199998,-,,-,2024-04-23 09:38:56
Parchemin de Sculpteur,Hell Mina,Il y'a 3 heures,15434,169982,1600000,,-,2024-04-23 09:38:56
Parchemin de Sculpteur de bâtons,Hell Mina,Il y'a 3 heures,14979,219000,-,,-,2024-04-23 09:38:56
Parchemin de Sculpteur de baguettes,Hell Mina,Il y'a 3 heures,17000,199900,2199900,,-,2024-04-23 09:38:56
Parchemin de la Flamèche,Hell Mina,Il y'a 3 heures,296999,3222221,29999999,,-,2024-04-23 09:38:56
Parchemin de Libération,Hell Mina,Il y'a 3 heures,50000,548998,-,,-,2024-04-23 09:38:56
Parchemin du Foudroiement de Grunob,Hell Mina,Il y'a 3 heures,392225,-,-,,-,2024-04-23 09:38:56
Parchemin d'Invocation de l'Arakne,Hell Mina,Il y'a 3 heures,199996,-,-,,-,2024-04-23 09:38:56
Alliance de Silimelle,Hell Mina,Il y'a 3 heures,4000,-,-,4882,-882,2024-04-23 09:38:56
Bottes de Ragalde,Hell Mina,Il y'a 3 heures,14900,-,-,12253,+ 2 647,2024-04-23 09:38:56
Ceinture de Sécurité,Hell Mina,Il y'a 3 heures,200,-,-,549,-349,2024-04-23 09:38:56
Dofus Émeraude,Hell Mina,Il y'a 3 heures,948997,-,-,,-,2024-04-23 09:38:56
Dofus Turquoise,Hell Mina,Il y'a 3 heures,2094437,-,-,,-,2024-04-23 09:38:56
Bâton Cornu,Hell Mina,Il y'a 3 heures,11900,-,-,4574,+ 7 326,2024-04-23 09:38:56
Brioche Dorée,Hell Mina,Il y'a 3 heures,2400,13995,117995,3449,-1 049,2024-04-23 09:38:56
Cape de Bowisse,Hell Mina,Il y'a 3 heures,188,4000,-,375,-187,2024-04-23 09:38:56
Ebonite,Hell Mina,Il y'a 3 heures,4197,41989,427757,3480,+ 717,2024-04-23 09:38:56
Aluminite,Hell Mina,Il y'a 3 heures,1586,15545,148997,2000,-414,2024-04-23 09:38:56
Magnésite,Hell Mina,Il y'a 3 heures,4379,43833,476968,4220,+ 159,2024-04-23 09:38:56
Bakélélite,Hell Mina,Il y'a 3 heures,9994,76400,716992,9010,+ 984,2024-04-23 09:38:56
Kouartz,Hell Mina,Il y'a 3 heures,11777,117877,1099984,13535,-1 758,2024-04-23 09:38:56
Sang de Vampire,Hell Mina,Il y'a 3 heures,11,214,2323,,-,2024-04-23 09:38:56
Cape du Vampire,Hell Mina,Il y'a 3 heures,1099,-,-,481,+ 618,2024-04-23 09:38:56
Slip en Cuir Moulant du Garglyphe,Hell Mina,Il y'a 3 heures,107,1999,16874,,-,2024-04-23 09:38:56
Gelée Bleutée,Hell Mina,Il y'a 3 heures,171,1795,21979,,-,2024-04-23 09:38:56
Cape du Justicier,Hell Mina,Il y'a 3 heures,31999,-,-,4748,+ 27 251,2024-04-23 09:38:56
Cape du Poolay Chogrelotant,Hell Mina,Il y'a 3 heures,6000,-,-,2379,+ 3 621,2024-04-23 09:38:56
Poils de souris,Hell Mina,Il y'a 3 heures,140,5465,69996,,-,2024-04-23 09:38:56
Faux de Farle Ingalsse,Hell Mina,Il y'a 3 heures,5000,-,-,,-,2024-04-23 09:38:56
Koliet Aclou,Hell Mina,Il y'a 3 heures,1800,9995,-,335,+ 1 465,2024-04-23 09:38:56
Gantie Royal,Hell Mina,Il y'a 3 heures,250,-,-,107,+ 143,2024-04-23 09:38:56
Camaïneux,Hell Mina,Il y'a 3 heures,209,-,-,467,-258,2024-04-23 09:38:56
Einekeineux,Hell Mina,Il y'a 3 heures,93,-,-,432,-339,2024-04-23 09:38:56
Mangeuse de Frêne,Hell Mina,Il y'a 3 heures,1980,-,-,475,+ 1 505,2024-04-23 09:38:56
Cape Edépée,Hell Mina,Il y'a 3 heures,1900,-,-,3536,-1 636,2024-04-23 09:38:56
Cape Ellinie,Hell Mina,Il y'a 3 heures,189,-,-,449,-260,2024-04-23 09:38:56
Cape Ulais,Hell Mina,Il y'a 3 heures,2000,-,-,1067,+ 933,2024-04-23 09:38:56
Cape Abilité,Hell Mina,Il y'a 3 heures,1999,-,-,737,+ 1 262,2024-04-23 09:38:56
Cape Sulcorpe,Hell Mina,Il y'a 3 heures,12998,-,-,568,+ 12 430,2024-04-23 09:38:56
Cape du Coq Hû,Hell Mina,Il y'a 3 heures,34988,-,-,13705,+ 21 283,2024-04-23 09:38:56
Cape de Mori Arty,Hell Mina,Il y'a 3 heures,48997,-,-,,-,2024-04-23 09:38:56
Cape Maj'Hic,Hell Mina,Il y'a 3 heures,2500,-,-,2636,-136,2024-04-23 09:38:56
Cape Itou Lascione,Hell Mina,Il y'a 3 heures,9500,-,-,4896,+ 4 604,2024-04-23 09:38:56
Agride,Hell Mina,Il y'a 3 heures,11000,-,-,1871,+ 9 129,2024-04-23 09:38:56
Amulette du Bûcheron,Hell Mina,Il y'a 3 heures,1900,-,-,1648,+ 252,2024-04-23 09:38:56
Bottes du Chat Buté,Hell Mina,Il y'a 3 heures,30,-,-,81,-51,2024-04-23 09:38:56
Anneau Fortifiant,Hell Mina,Il y'a 3 heures,10,-,-,84,-74,2024-04-23 09:38:56
Anneau Rexik,Hell Mina,Il y'a 3 heures,400,-,-,2574,-2 174,2024-04-23 09:38:56
Ceinture du Kobeer,Hell Mina,Il y'a 3 heures,24999,-,-,,-,2024-04-23 09:38:56
Cape de Bonne Espérance,Hell Mina,Il y'a 3 heures,20000,-,-,4684,+ 15 316,2024-04-23 09:38:56
Abraknydi Vivitus,Hell Mina,Il y'a 3 heures,7898,-,-,4313,+ 3 585,2024-04-23 09:38:56
Muqueuse de Moumoule,Hell Mina,Il y'a 3 heures,31,498,2724,,-,2024-04-23 09:38:56
Potion Périmée,Hell Mina,Il y'a 3 heures,896,7990,96989,,-,2024-04-23 09:38:56
Parchemin de Force,Hell Mina,Il y'a 3 heures,11995,105665,1189980,,-,2024-04-23 09:38:56
Grand Parchemin de Force,Hell Mina,Il y'a 3 heures,18752,199880,1817178,,-,2024-04-23 09:38:56
Puissant Parchemin de Force,Hell Mina,Il y'a 3 heures,19000,169997,1888109,,-,2024-04-23 09:38:56
Petit Parchemin d'Agilité,Hell Mina,Il y'a 3 heures,2700,26985,270898,,-,2024-04-23 09:38:56
Parchemin d'Agilité,Hell Mina,Il y'a 3 heures,8996,88000,999995,,-,2024-04-23 09:38:56
Grand Parchemin d'Agilité,Hell Mina,Il y'a 3 heures,24000,266660,3989955,,-,2024-04-23 09:38:56
Puissant Parchemin d'Agilité,Hell Mina,Il y'a 3 heures,22991,217986,2501998,,-,2024-04-23 09:38:56
Petit Parchemin de Sagesse,Hell Mina,Il y'a 3 heures,4550,41546,270001,,-,2024-04-23 09:38:56
Parchemin de Sagesse,Hell Mina,Il y'a 3 heures,13498,124941,1331099,,-,2024-04-23 09:38:56
Grand Parchemin de Sagesse,Hell Mina,Il y'a 3 heures,27752,280999,-,,-,2024-04-23 09:38:56
Puissant Parchemin de Sagesse,Hell Mina,Il y'a 3 heures,27944,244675,2429989,,-,2024-04-23 09:38:56
Petit Parchemin de Vitalité,Hell Mina,Il y'a 3 heures,2702,26944,270001,,-,2024-04-23 09:38:56
Parchemin de Vitalité,Hell Mina,Il y'a 3 heures,9000,89999,999995,,-,2024-04-23 09:38:56
Grand Parchemin de Vitalité,Hell Mina,Il y'a 3 heures,24984,284980,3100000,,-,2024-04-23 09:38:56
Petit Parchemin de Chance,Hell Mina,Il y'a 3 heures,2701,38996,270004,,-,2024-04-23 09:38:56
Puissant Parchemin de Vitalité,Hell Mina,Il y'a 3 heures,21877,203474,2311117,,-,2024-04-23 09:38:56
Parchemin de Chance,Hell Mina,Il y'a 3 heures,12993,89996,1488899,,-,2024-04-23 09:38:56
Grand Parchemin de Chance,Hell Mina,Il y'a 3 heures,29493,299990,2888887,,-,2024-04-23 09:38:56
Puissant Parchemin de Chance,Hell Mina,Il y'a 3 heures,27997,241447,2592205,,-,2024-04-23 09:38:56
Parchemin d'Intelligence,Hell Mina,Il y'a 3 heures,8999,99525,1171159,,-,2024-04-23 09:38:56
Grand Parchemin d'Intelligence,Hell Mina,Il y'a 3 heures,27100,271990,2999999,,-,2024-04-23 09:38:56
Puissant Parchemin d'Intelligence,Hell Mina,Il y'a 3 heures,18888,168893,1999965,,-,2024-04-23 09:38:56
Épée Sacrée,Hell Mina,Il y'a 3 heures,799,-,-,148,+ 651,2024-04-23 09:38:56
Épée du Chevalier,Hell Mina,Il y'a 3 heures,4800,-,-,4750,+ 50,2024-04-23 09:38:56
Lame du Bwork,Hell Mina,Il y'a 3 heures,11220,-,-,3701,+ 7 519,2024-04-23 09:38:56
Arc Sifflant,Hell Mina,Il y'a 3 heures,300,-,-,618,-318,2024-04-23 09:38:56
Arc Hade,Hell Mina,Il y'a 3 heures,8,100,-,60,-52,2024-04-23 09:38:56
Baguette d'Intelligence,Hell Mina,Il y'a 3 heures,5900,-,-,4847,+ 1 053,2024-04-23 09:38:56
Baguette de Sagesse,Hell Mina,Il y'a 3 heures,49000,-,-,4740,+ 44 260,2024-04-23 09:38:56
Abranneau,Hell Mina,Il y'a 3 heures,19000,-,-,3488,+ 15 512,2024-04-23 09:38:56
Bottes de Kluh,Hell Mina,Il y'a 3 heures,349,-,-,347,+ 2,2024-04-23 09:38:56
Manuel du Directeur Grunob,Hell Mina,Il y'a 3 heures,177,1344,34430,,-,2024-04-23 09:38:56
Poils du Minotoror,Hell Mina,Il y'a 3 heures,239,1999,21882,,-,2024-04-23 09:38:56
Anneau de Satisfaction,Hell Mina,Il y'a 3 heures,6999,-,-,2352,+ 4 647,2024-04-23 09:38:56
Coquille de Dragoeuf Argile,Hell Mina,Il y'a 3 heures,118,1287,9998,,-,2024-04-23 09:38:56
Coquille de Dragoeuf Charbon,Hell Mina,Il y'a 3 heures,218,2343,24429,,-,2024-04-23 09:38:56
Œuf de Dragoeuf Ardoise,Hell Mina,Il y'a 3 heures,1399,13989,102898,,-,2024-04-23 09:38:56
Œuf de Dragoeuf Argile,Hell Mina,Il y'a 3 heures,1373,15696,152999,,-,2024-04-23 09:38:56
Œuf de Dragoeuf Charbon,Hell Mina,Il y'a 3 heures,398,4936,51983,,-,2024-04-23 09:38:56
Œuf de Dragoeuf Calcaire,Hell Mina,Il y'a 3 heures,155,1983,16898,,-,2024-04-23 09:38:56
Vieil Os de Dragoeuf,Hell Mina,Il y'a 3 heures,-,29998,-,,-,2024-04-23 09:38:56
Anneau Forcesque,Hell Mina,Il y'a 3 heures,90,900,-,312,-222,2024-04-23 09:38:56
Anneau Agilesque,Hell Mina,Il y'a 3 heures,140,3000,-,561,-421,2024-04-23 09:38:56
Anneau Vitalesque,Hell Mina,Il y'a 3 heures,88,5000,-,111,-23,2024-04-23 09:38:56
Petit Anneau Magique,Hell Mina,Il y'a 3 heures,47700,-,-,297,+ 47 403,2024-04-23 09:38:56
Petit Anneau du Chanceux,Hell Mina,Il y'a 3 heures,240,-,-,351,-111,2024-04-23 09:38:56
Ceinture de Chance,Hell Mina,Il y'a 3 heures,250,-,-,276,-26,2024-04-23 09:38:56
Bottes de Force,Hell Mina,Il y'a 3 heures,219,-,-,168,+ 51,2024-04-23 09:38:56
Bottes Agilesques,Hell Mina,Il y'a 3 heures,249,500,-,681,-432,2024-04-23 09:38:56
Bottes de Chance,Hell Mina,Il y'a 3 heures,2394,2400,-,2399,-5,2024-04-23 09:38:56
Dragolyre,Hell Mina,Il y'a 3 heures,9995,140000,-,3009,+ 6 986,2024-04-23 09:38:56
Parchemin de Boulanger,Hell Mina,Il y'a 3 heures,30986,350000,3999900,,-,2024-04-23 09:38:56
Parchemin de Cordonnier,Hell Mina,Il y'a 3 heures,13994,145898,1450000,,-,2024-04-23 09:38:56
Laine de Bouftou Royal,Hell Mina,Il y'a 3 heures,2755,39995,-,,-,2024-04-23 09:38:56
Laine de Ramane Strubien,Hell Mina,Il y'a 3 heures,298,2998,29992,,-,2024-04-23 09:38:56
Laine du Chef de Guerre Bouftou,Hell Mina,Il y'a 3 heures,58,649,7244,,-,2024-04-23 09:38:56
Cuir de Boostache Prépubère,Hell Mina,Il y'a 3 heures,3,59,487,,-,2024-04-23 09:38:56
Cuir de Bouftou Noir,Hell Mina,Il y'a 3 heures,15,322,1994,,-,2024-04-23 09:38:56
Laine de Boufton Noir,Hell Mina,Il y'a 3 heures,99,1237,14431,,-,2024-04-23 09:38:56
Cuir de Bouftou Royal,Hell Mina,Il y'a 3 heures,99,1899,19998,,-,2024-04-23 09:38:56
Cuir de Ouassingue,Hell Mina,Il y'a 3 heures,460,3330,37998,,-,2024-04-23 09:38:56
Bottes de Concentration,Hell Mina,Il y'a 3 heures,12399,-,-,3673,+ 8 726,2024-04-23 09:38:56
Bottes du Bouftou,Hell Mina,Il y'a 3 heures,100,-,-,2364,-2 264,2024-04-23 09:38:56
Dagues Sylvestres,Hell Mina,Il y'a 3 heures,3900,-,-,4205,-305,2024-04-23 09:38:56
Dagues Aiguisées,Hell Mina,Il y'a 3 heures,17700,-,-,13542,+ 4 158,2024-04-23 09:38:56
Cuir du Cochon de Lait,Hell Mina,Il y'a 3 heures,89,992,8988,,-,2024-04-23 09:38:56
Bottes de Klime,Hell Mina,Il y'a 3 heures,8100,-,-,3258,+ 4 842,2024-04-23 09:38:56
Bottes de Poursuite,Hell Mina,Il y'a 3 heures,39000,-,-,15342,+ 23 658,2024-04-23 09:38:56
Bottes d'Hogmeiser,Hell Mina,Il y'a 3 heures,250000,-,-,107349,+ 142 651,2024-04-23 09:38:56
Bottes Usées d'Hogmeiser,Hell Mina,Il y'a 3 heures,99994,-,-,,-,2024-04-23 09:38:56
Bottes Dorées d'Hogmeiser,Hell Mina,Il y'a 3 heures,318005,-,-,260347,+ 57 658,2024-04-23 09:38:56
Amulette de Silicate,Hell Mina,Il y'a 3 heures,8999,-,-,3571,+ 5 428,2024-04-23 09:38:56
La Feuille d'Automne,Hell Mina,Il y'a 3 heures,65499,-,-,39237,+ 26 262,2024-04-23 09:38:56
Ambre Ancestral,Hell Mina,Il y'a 3 heures,97,1249,18933,,-,2024-04-23 09:38:56
Dagues Ancestrales,Hell Mina,Il y'a 3 heures,7989,-,-,4466,+ 3 523,2024-04-23 09:38:56
Bois Ancestral,Hell Mina,Il y'a 3 heures,9737,79992,996773,,-,2024-04-23 09:38:56
Fendeuse d'Abraknyde,Hell Mina,Il y'a 3 heures,65000,-,-,47430,+ 17 570,2024-04-23 09:38:56
Puissantes Bottes de Klime,Hell Mina,Il y'a 3 heures,490,-,-,516,-26,2024-04-23 09:38:56
Bois Envoûté,Hell Mina,Il y'a 3 heures,14,1495,14950,,-,2024-04-23 09:38:56
Fendeuse d'Abraknyde Ancestral,Hell Mina,Il y'a 3 heures,73000,-,-,53179,+ 19 821,2024-04-23 09:38:56
Lame d'Ogralimde,Hell Mina,Il y'a 3 heures,45999,-,-,15559,+ 30 440,2024-04-23 09:38:56
Kristalite,Hell Mina,Il y'a 3 heures,1384,16140,159955,,-,2024-04-23 09:38:56
Cape de Rougeur,Hell Mina,Il y'a 3 heures,295,-,-,1163,-868,2024-04-23 09:38:56
Cape Bleutée,Hell Mina,Il y'a 3 heures,20,-,-,2505,-2 485,2024-04-23 09:38:56
Louffeur,Hell Mina,Il y'a 3 heures,74,-,-,288,-214,2024-04-23 09:38:56
Bandeau Komintot,Hell Mina,Il y'a 3 heures,350,-,-,441,-91,2024-04-23 09:38:56
Lisseur,Hell Mina,Il y'a 3 heures,196,8800,99999,549,-353,2024-04-23 09:38:56
Cape Sombre,Hell Mina,Il y'a 3 heures,900,-,-,3872,-2 972,2024-04-23 09:38:56
Abracape,Hell Mina,Il y'a 3 heures,17490,-,-,13115,+ 4 375,2024-04-23 09:38:56
Bandeau de Vitalité,Hell Mina,Il y'a 3 heures,5,-,-,405,-400,2024-04-23 09:38:56
Cape du Mulou Fou,Hell Mina,Il y'a 3 heures,3000,-,-,875,+ 2 125,2024-04-23 09:38:56
Cape du Tofu Fou,Hell Mina,Il y'a 3 heures,10000,-,-,8860,+ 1 140,2024-04-23 09:38:56
La Samoulaille,Hell Mina,Il y'a 3 heures,2200,-,-,1565,+ 635,2024-04-23 09:38:56
Cape Hilère,Hell Mina,Il y'a 3 heures,24000,-,-,8675,+ 15 325,2024-04-23 09:38:56
Cape Rice,Hell Mina,Il y'a 3 heures,8399,-,-,6358,+ 2 041,2024-04-23 09:38:56
La Boufteuse,Hell Mina,Il y'a 3 heures,4700,-,-,3533,+ 1 167,2024-04-23 09:38:56
Dofusteuse,Hell Mina,Il y'a 3 heures,1570000,-,-,1252187,+ 317 813,2024-04-23 09:38:56
Morceau de clef du Matin Pewlant,Hell Mina,Il y'a 3 heures,1495,19999,199999,,-,2024-04-23 09:38:56
Morceau de clef du Midi Wayonnant,Hell Mina,Il y'a 3 heures,316,3699,38886,,-,2024-04-23 09:38:56
Morceau de clef du Soiw Woulant,Hell Mina,Il y'a 3 heures,1398,17885,155555,,-,2024-04-23 09:38:56
Pierre de Dopeul,Hell Mina,Il y'a 3 heures,700,8089,80998,,-,2024-04-23 09:38:56
Cape Fulgurante,Hell Mina,Il y'a 3 heures,44000,-,-,28660,+ 15 340,2024-04-23 09:38:56
Couronne du Wa Wabbit,Hell Mina,Il y'a 3 heures,20996,-,-,13142,+ 7 854,2024-04-23 09:38:56
Bâton du Wa Wabbit,Hell Mina,Il y'a 3 heures,16997,-,-,12724,+ 4 273,2024-04-23 09:38:56
Cape du Wa Wabbit,Hell Mina,Il y'a 3 heures,27987,-,-,22362,+ 5 625,2024-04-23 09:38:56
Dofus Cawotte,Hell Mina,Il y'a 3 heures,339997,-,-,,-,2024-04-23 09:38:56
Citwouille,Hell Mina,Il y'a 3 heures,2999,-,-,925,+ 2 074,2024-04-23 09:38:56
Shigekax Citron,Hell Mina,Il y'a 3 heures,9,999,29999,,-,2024-04-23 09:38:56
Shigekax Fraise,Hell Mina,Il y'a 3 heures,750,9950,19999,,-,2024-04-23 09:38:56
Shigekax Menthe,Hell Mina,Il y'a 3 heures,995,4399,-,,-,2024-04-23 09:38:56
Shigekax Cerise,Hell Mina,Il y'a 3 heures,40,400,29999,,-,2024-04-23 09:38:56
Vertgely,Hell Mina,Il y'a 3 heures,86,1134,12443,58,+ 28,2024-04-23 09:38:56
Rougely,Hell Mina,Il y'a 3 heures,160,1979,23998,988,-828,2024-04-23 09:38:56
Blugely,Hell Mina,Il y'a 3 heures,294,3090,39500,430,-136,2024-04-23 09:38:56
Multygely,Hell Mina,Il y'a 3 heures,3140,27677,284999,2383,+ 757,2024-04-23 09:38:56
Noix de Kokoko,Hell Mina,Il y'a 3 heures,95,596,6598,,-,2024-04-23 09:38:56
Caleçon Mignon du Pirate,Hell Mina,Il y'a 3 heures,175,1388,19996,,-,2024-04-23 09:38:56
Tronc de Kokoko,Hell Mina,Il y'a 3 heures,475,1327,9000,,-,2024-04-23 09:38:56
Kole,Hell Mina,Il y'a 3 heures,979,6391,39990,,-,2024-04-23 09:38:56
Casque,Hell Mina,Il y'a 3 heures,2472,-,-,1186,+ 1 286,2024-04-23 09:38:56
Casque cassé,Hell Mina,Il y'a 3 heures,1,43,5966,,-,2024-04-23 09:38:56
Ailes en bois,Hell Mina,Il y'a 3 heures,6392,-,-,3777,+ 2 615,2024-04-23 09:38:56
Ailes cassées,Hell Mina,Il y'a 3 heures,1,74,9988,,-,2024-04-23 09:38:56
Bouteille de rhum,Hell Mina,Il y'a 3 heures,9499,98000,-,,-,2024-04-23 09:38:56
Couteau à Stek,Hell Mina,Il y'a 3 heures,32455,-,-,16269,+ 16 186,2024-04-23 09:38:56
Queues de Chatons,Hell Mina,Il y'a 3 heures,13799,-,-,7119,+ 6 680,2024-04-23 09:38:56
Dagues Cruelles d'Elorie Entuwan,Hell Mina,Il y'a 3 heures,8000,-,-,5317,+ 2 683,2024-04-23 09:38:56
Lame de Fon,Hell Mina,Il y'a 3 heures,58000,-,-,42417,+ 15 583,2024-04-23 09:38:56
Dagues Fourbesques,Hell Mina,Il y'a 3 heures,21998,-,-,12604,+ 9 394,2024-04-23 09:38:56
Lames Sanglantes D'Ortimus Contrari,Hell Mina,Il y'a 3 heures,49996,-,-,24226,+ 25 770,2024-04-23 09:38:56
Épée Cassée du Chevalier Malchanceux,Hell Mina,Il y'a 3 heures,2398,-,-,2934,-536,2024-04-23 09:38:56
Pelle de Bois Dormant,Hell Mina,Il y'a 3 heures,13333,-,-,12128,+ 1 205,2024-04-23 09:38:56
